Year,Month,Customer Code,Industry,Revenue Type,Product,Product Mix,Revenue,Gross Profit
2021,3,Customer 382,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,153 ","  24,755 "
2021,3,Customer 270,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,232 ",  668 
2021,3,Customer 270,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  6,153 ","  (5,957)"
2021,3,Customer 270,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 270,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,3,Customer 270,Pharmaceuticals & Biotech,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  23,135 ","  9,501 "
2021,3,Customer 152,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,374 ","  1,374 "
2021,3,Customer 152,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  10,099 ","  10,372 "
2021,3,Customer 152,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,"  108,776 ","  7,547 "
2021,3,Customer 384,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 385,Apparel & E-Commerce,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  7,048 ","  2,927 "
2021,3,Customer 133,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  46 ,  1 
2021,3,Customer 133,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,  212 ,  70 
2021,3,Customer 389,E-Learning Platforms,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  52 ,  13 
2021,3,Customer 392,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  107 ,  43 
2021,3,Customer 392,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 392,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,  0 ,  -   
2021,3,Customer 394,Apparel & E-Commerce,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 395,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  25 ,  8 
2021,3,Customer 201,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  172 ,  39 
2021,3,Customer 114,Industrial Equipment & Utilities,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  11,517 ","  7,583 "
2021,3,Customer 50,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 403,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 410,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,865 ","  2,865 "
2021,3,Customer 413,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  12,162 ","  10,906 "
2021,3,Customer 417,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,218 ","  2,885 "
2021,3,Customer 33,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  14,550 ","  8,755 "
2021,3,Customer 217,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 10,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  23,483 ","  20,570 "
2021,3,Customer 78,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,456 ","  1,306 "
2021,3,Customer 78,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  98,661 ","  135,066 "
2021,3,Customer 78,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,"  49,261 ","  44,923 "
2021,3,Customer 421,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  37,104 ","  33,227 "
2021,3,Customer 421,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  75,599 ","  75,599 "
2021,3,Customer 21,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,981 ",  742 
2021,3,Customer 21,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  2,552 ","  1,332 "
2021,3,Customer 1,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  80,452 ","  52,922 "
2021,3,Customer 1,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  12,114 ","  12,114 "
2021,3,Customer 1,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  100,828 ","  27,408 "
2021,3,Customer 1,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  68,923 ","  46,146 "
2021,3,Customer 1,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,"  209,629 ","  (6,322)"
2021,3,Customer 1,Digital Innovation & Streaming,Reoccurring,DeliverIT Solutions,Software & Platforms,  947 ,  113 
2021,3,Customer 1,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 1,Digital Innovation & Streaming,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  86,982 ","  17,019 "
2021,3,Customer 179,Industrial Equipment & Utilities,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  2,830 ","  (21,889)"
2021,3,Customer 4,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  48,558 ","  28,787 "
2021,3,Customer 4,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  (1,194)","  (1,194)"
2021,3,Customer 4,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  (256,178)","  (125,528)"
2021,3,Customer 4,Pharmaceuticals & Biotech,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  68,364 ","  38,424 "
2021,3,Customer 4,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  230,078 ","  192,247 "
2021,3,Customer 4,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,"  1,123,815 ","  299,988 "
2021,3,Customer 4,Pharmaceuticals & Biotech,Reoccurring,DeliverIT Solutions,Software & Platforms,"  1,442 ",  (307)
2021,3,Customer 4,Pharmaceuticals & Biotech,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  84,851 ","  (1,154)"
2021,3,Customer 157,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  819 ,  282 
2021,3,Customer 17,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  7,899 ","  4,679 "
2021,3,Customer 17,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 17,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,  480 ,  438 
2021,3,Customer 17,Pharmaceuticals & Biotech,Reoccurring,DeliverIT Solutions,Software & Platforms,"  44,000 ","  (10,299)"
2021,3,Customer 51,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  9,816 ","  2,186 "
2021,3,Customer 51,Industrial Equipment & Utilities,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  4,186 ","  2,545 "
2021,3,Customer 51,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 435,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  45 ,  10 
2021,3,Customer 437,Industrial Equipment & Utilities,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 184,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  9,763 ","  15,176 "
2021,3,Customer 439,Aerospace & Defense,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 444,Public Administration,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  179,908 ","  46,302 "
2021,3,Customer 92,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,118 ",  730 
2021,3,Customer 449,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  149 ,  134 
2021,3,Customer 94,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 209,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  508 ,  50 
2021,3,Customer 130,Renewable Energy Solutions,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,228 ",  364 
2021,3,Customer 15,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  5,383 ","  4,827 "
2021,3,Customer 15,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  (5,653)","  (5,653)"
2021,3,Customer 15,Public Administration,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  34,066 ","  20,714 "
2021,3,Customer 15,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  8,375 ","  6,854 "
2021,3,Customer 31,E-Learning Platforms,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 31,E-Learning Platforms,Reoccurring,DeliverIT Solutions,Software & Platforms,"  2,457 ",  (200)
2021,3,Customer 147,Pharmaceuticals & Biotech,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  35,574 ","  14,461 "
2021,3,Customer 467,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 468,Charitable Organizations,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 486,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 497,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 78,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,961 ","  1,684 "
2021,3,Customer 78,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 78,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,"  26,684 ","  6,321 "
2021,3,Customer 500,Property Management & Investment,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 203,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  112 ,  45 
2021,3,Customer 252,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 9,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  27,159 ","  30,410 "
2021,3,Customer 9,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,"  54,248 ","  5,183 "
2021,3,Customer 185,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  127 ,  77 
2021,3,Customer 513,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  4,638 ","  2,820 "
2021,3,Customer 515,Consulting & Advisory,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 206,Aerospace & Defense,Reoccurring,DeliverIT Solutions,Software & Platforms,  567 ,  366 
2021,3,Customer 263,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,400 ","  3,036 "
2021,3,Customer 263,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  (6,834)","  (6,834)"
2021,3,Customer 263,Industrial Equipment & Utilities,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  37,516 ","  22,700 "
2021,3,Customer 263,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  58,226 ","  75,963 "
2021,3,Customer 263,Industrial Equipment & Utilities,Reoccurring,OperateX Fulfillment,Software & Platforms,"  120,027 ","  19,727 "
2021,3,Customer 150,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  (936),  (936)
2021,3,Customer 150,Aerospace & Defense,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  8,119 ","  6,645 "
2021,3,Customer 150,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,"  247,467 ","  70,107 "
2021,3,Customer 528,Industrial Equipment & Utilities,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  2,064 ",  857 
2021,3,Customer 25,Corporate & Regulatory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  162 ,  65 
2021,3,Customer 25,Corporate & Regulatory,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  10,140 ","  9,587 "
2021,3,Customer 25,Corporate & Regulatory,Reoccurring,OperateX Fulfillment,Software & Platforms,"  30,527 ",  (209)
2021,3,Customer 246,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  909 ,  815 
2021,3,Customer 54,Apparel & E-Commerce,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  12,337 ","  3,683 "
2021,3,Customer 531,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,974 ","  1,974 "
2021,3,Customer 533,Industrial Equipment & Utilities,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,3,Customer 534,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  258 ,  232 
2021,3,Customer 538,Digital Innovation & Streaming,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  20,138 ","  12,710 "
2021,3,Customer 542,Charitable Organizations,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 542,Charitable Organizations,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  143,614 ","  59,646 "
2021,3,Customer 75,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 257,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  24,537 ","  10,073 "
2021,3,Customer 181,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 181,Industrial Equipment & Utilities,Reoccurring,OperateX Fulfillment,Software & Platforms,"  13,210 ","  1,716 "
2021,3,Customer 16,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,039 ","  1,042 "
2021,3,Customer 16,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  10,695 ","  16,350 "
2021,3,Customer 16,Industrial Equipment & Utilities,Reoccurring,OperateX Fulfillment,Software & Platforms,"  25,220 ","  3,713 "
2021,3,Customer 14,Apparel & E-Commerce,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  16,637 ","  1,643 "
2021,3,Customer 561,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 253,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  2,050 ","  (1,170)"
2021,3,Customer 89,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  596 ,  931 
2021,3,Customer 89,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 562,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  291 ,  164 
2021,3,Customer 197,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,826 ",  731 
2021,3,Customer 197,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 142,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  821 ,  273 
2021,3,Customer 142,Property Management & Investment,Reoccurring,OperateX Fulfillment,Software & Platforms,"  1,316 ","  1,203 "
2021,3,Customer 28,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,124 ","  2,801 "
2021,3,Customer 28,Aerospace & Defense,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  (4,264)","  (2,593)"
2021,3,Customer 28,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 28,Aerospace & Defense,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 28,Aerospace & Defense,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  7,611 ","  6,691 "
2021,3,Customer 568,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  450 ,  376 
2021,3,Customer 568,Industrial Equipment & Utilities,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 569,Apparel & E-Commerce,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  92 ,  47 
2021,3,Customer 96,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,886 ","  3,485 "
2021,3,Customer 578,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 256,Aerospace & Defense,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  34,595 ","  24,014 "
2021,3,Customer 580,Renewable Energy Solutions,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  39 ,  35 
2021,3,Customer 176,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  484 ,  111 
2021,3,Customer 59,Apparel & E-Commerce,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  34,523 ","  (3,216)"
2021,3,Customer 59,Apparel & E-Commerce,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  160,169 ","  88,257 "
2021,3,Customer 59,Apparel & E-Commerce,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 59,Apparel & E-Commerce,Reoccurring,OperateX Fulfillment,Software & Platforms,"  13,954 ","  (8,782)"
2021,3,Customer 118,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,475 ",  136 
2021,3,Customer 118,Consulting & Advisory,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,3,Customer 20,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 20,Aerospace & Defense,Reoccurring,DeliverIT Solutions,Software & Platforms,"  4,770 ",  (926)
2021,3,Customer 20,Aerospace & Defense,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  22,941 ","  3,436 "
2021,3,Customer 588,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 590,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  2,080 ","  1,553 "
2021,3,Customer 592,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,874 ","  3,474 "
2021,3,Customer 592,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  10,089 ","  14,225 "
2021,3,Customer 278,E-Learning Platforms,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 593,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  106 ,  27 
2021,3,Customer 187,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 120,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  148 ,  (514)
2021,3,Customer 120,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 120,Pharmaceuticals & Biotech,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 87,Pharmaceuticals & Biotech,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  25,301 ","  7,991 "
2021,3,Customer 599,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 604,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,  709 ,  294 
2021,3,Customer 606,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  231 ,  231 
2021,3,Customer 617,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  48 ,  43 
2021,3,Customer 622,Pharmaceuticals & Biotech,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  9,067 ",  263 
2021,3,Customer 625,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  6 ,  6 
2021,3,Customer 625,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  (303),  (303)
2021,3,Customer 626,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 638,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  31 ,  27 
2021,3,Customer 639,Apparel & E-Commerce,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 646,Aerospace & Defense,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 23,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  681 ,  611 
2021,3,Customer 23,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  (1,899)","  (1,899)"
2021,3,Customer 23,Consulting & Advisory,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  443 ,  269 
2021,3,Customer 23,Consulting & Advisory,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  9,718 ","  7,954 "
2021,3,Customer 651,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,118 ","  1,118 "
2021,3,Customer 653,Pharmaceuticals & Biotech,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  29,537 ","  15,411 "
2021,3,Customer 110,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  26,145 ","  7,072 "
2021,3,Customer 110,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 658,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  677 ,  183 
2021,3,Customer 60,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  548 ,  213 
2021,3,Customer 661,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  257 ,  125 
2021,3,Customer 662,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  31 ,  28 
2021,3,Customer 6,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  26,426 ","  20,208 "
2021,3,Customer 6,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  (41,065)","  (41,065)"
2021,3,Customer 6,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  6,904 ","  (5,437)"
2021,3,Customer 6,Pharmaceuticals & Biotech,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  2,540 ","  2,041 "
2021,3,Customer 6,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  48,257 ","  22,814 "
2021,3,Customer 6,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,"  72,626 ","  43,524 "
2021,3,Customer 6,Pharmaceuticals & Biotech,Reoccurring,DeliverIT Solutions,Software & Platforms,"  67,458 ","  (14,229)"
2021,3,Customer 6,Pharmaceuticals & Biotech,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  64,763 ","  29,959 "
2021,3,Customer 666,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  812 ,  728 
2021,3,Customer 668,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  172 ,  154 
2021,3,Customer 177,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  27 ,  12 
2021,3,Customer 673,Public Administration,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  303 ,  184 
2021,3,Customer 675,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  4,005 ","  4,265 "
2021,3,Customer 675,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,"  4,329 ","  1,328 "
2021,3,Customer 88,E-Learning Platforms,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  61,048 ","  98,562 "
2021,3,Customer 88,E-Learning Platforms,Reoccurring,OperateX Fulfillment,Software & Platforms,"  24,953 ","  22,799 "
2021,3,Customer 127,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 42,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 683,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,3,Customer 107,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,3,Customer 159,Apparel & E-Commerce,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,526 ","  1,239 "
2021,3,Customer 159,Apparel & E-Commerce,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  (15),  (15)
2021,3,Customer 159,Apparel & E-Commerce,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  1,011 ","  (9,478)"
2021,3,Customer 159,Apparel & E-Commerce,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  7,952 ","  5,973 "
2021,3,Customer 159,Apparel & E-Commerce,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  6,923 ","  4,156 "
2021,3,Customer 159,Apparel & E-Commerce,Reoccurring,OperateX Fulfillment,Software & Platforms,"  12,801 ",  (15)
2021,3,Customer 159,Apparel & E-Commerce,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,3,Customer 159,Apparel & E-Commerce,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  10,008 ","  1,773 "
2021,3,Customer 55,Renewable Energy Solutions,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,682 ","  1,509 "
2021,3,Customer 55,Renewable Energy Solutions,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  9,188 ","  4,565 "
2021,3,Customer 55,Renewable Energy Solutions,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  3,940 ","  5,918 "
